seed,mutation-attempts-total,mutation-attempts-valid,max_asm_diff,elapsed_s
00001.c.clean,32,32,0.0,3.99
00002.c.clean,32,32,0.0,3.92
00003.c.clean,32,32,0.0,5.06
00004.c.clean,32,32,0.0,5.03
00005.c.clean,32,32,0.0,5.19
00006.c.clean,32,3,0.0,6.82
00007.c.clean,32,0,,6.93
00008.c.clean,32,1,0.0,6.71
00009.c.clean,32,32,0.0,5.06
00010.c.clean,32,32,0.0,4.87
00011.c.clean,32,32,0.0,4.61
00012.c.clean,32,32,0.0,5.06
00013.c.clean,32,31,0.0,5.03
00014.c.clean,32,23,0.0,5.27
00015.c.clean,32,5,0.0,1.66
00016.c.clean,33,12,0.0,2.4
00017.c.clean,32,32,0.0,5.11
00018.c.clean,32,32,0.0,5.04
00019.c.clean,32,32,0.0,5.17
00020.c.clean,32,32,0.0,5.1
00021.c.clean,32,32,0.0,5.05
00022.c.clean,32,32,0.0,4.39
00023.c.clean,32,32,0.0,4.51
00024.c.clean,32,32,0.0,5.16
00025.c.clean,32,0,,0.73
00026.c.clean,32,27,0.0,5.27
00027.c.clean,32,32,0.0,5.05
00028.c.clean,32,32,0.0,5.05
00029.c.clean,32,32,0.0,5.1
00030.c.clean,32,32,0.0,5.07
00031.c.clean,32,32,0.0,5.02
00032.c.clean,32,3,0.0,1.29
00033.c.clean,32,32,0.0,5.11
00034.c.clean,32,0,,6.84
00035.c.clean,32,0,,0.77
00036.c.clean,32,32,0.0,5.2
00037.c.clean,32,10,0.0,1.87
00038.c.clean,32,32,0.0,3.5
00039.c.clean,32,32,0.0,5.02
00041.c.clean,32,32,0.0,5.13
00042.c.clean,32,32,0.0,5.2
00043.c.clean,32,32,0.0,5.03
00044.c.clean,32,32,0.0,5.07
00045.c.clean,32,32,0.0,5.08
00046.c.clean,32,32,0.0,5.19
00047.c.clean,32,32,0.0,5.06
00048.c.clean,32,32,0.0,5.09
00049.c.clean,32,32,0.0,5.09
00050.c.clean,32,32,0.0,5.1
00051.c.clean,32,31,0.0,4.86
00052.c.clean,32,32,0.0,4.04
00053.c.clean,32,32,0.0,5.07
00054.c.clean,32,32,0.0,3.55
00055.c.clean,32,32,0.0,3.42
00057.c.clean,32,32,0.0,5.08
00058.c.clean,32,29,0.0,5.04
00059.c.clean,32,32,0.0,3.73
00060.c.clean,32,32,0.0,3.69
00061.c.clean,32,32,0.0,3.42
00062.c.clean,32,32,0.0,5.14
00063.c.clean,32,32,0.0,5.11
00064.c.clean,32,32,0.0,4.45
00065.c.clean,32,32,0.0,3.67
00066.c.clean,32,32,0.0,3.6
00067.c.clean,32,32,0.0,5.1
00068.c.clean,32,32,0.0,5.14
00069.c.clean,32,32,0.0,5.15
00070.c.clean,32,32,0.0,5.13
00071.c.clean,32,32,0.0,3.56
00072.c.clean,32,8,0.0,2.18
00073.c.clean,32,9,0.0,1.87
00074.c.clean,32,32,0.0,5.02
00075.c.clean,32,32,0.0,3.44
00076.c.clean,32,32,0.0,3.65
00077.c.clean,32,0,,0.83
00078.c.clean,32,32,0.0,5.07
00079.c.clean,32,32,0.0,5.13
00080.c.clean,32,32,0.0,4.39
00081.c.clean,32,32,0.0,5.01
00082.c.clean,32,32,0.0,5.09
00083.c.clean,32,32,0.0,5.2
00084.c.clean,32,32,0.0,5.06
00085.c.clean,32,32,0.0,3.45
00086.c.clean,32,32,0.0,5.2
00087.c.clean,32,32,0.0,4.76
00088.c.clean,32,0,,0.82
00089.c.clean,32,32,0.0,5.08
00090.c.clean,32,10,0.0,1.97
00091.c.clean,32,1,0.0,1.14
00092.c.clean,32,32,0.0,5.1
00093.c.clean,32,32,0.0,5.05
00094.c.clean,32,32,0.0,3.59
00095.c.clean,32,32,0.0,5.17
00096.c.clean,32,32,0.0,5.08
00097.c.clean,32,32,0.0,3.5
00098.c.clean,32,32,0.0,3.37
00099.c.clean,32,32,0.0,3.69
00100.c.clean,32,32,0.0,4.32
00101.c.clean,32,2,0.0,6.81
00102.c.clean,32,6,0.0,1.6
00103.c.clean,32,32,0.0,5.09
00105.c.clean,32,32,0.0,5.13
00106.c.clean,32,32,0.0,5.15
00107.c.clean,32,32,0.0,5.11
00108.c.clean,32,32,0.0,3.42
00109.c.clean,32,32,0.0,5.07
00110.c.clean,32,32,0.0,3.39
00111.c.clean,32,32,0.0,5.14
00112.c.clean,33,0,,0.8
00113.c.clean,32,32,0.0,5.07
00114.c.clean,33,33,0.0,4.05
00115.c.clean,35,0,,0.93
00116.c.clean,32,32,0.0,4.69
00117.c.clean,33,1,0.0,1.11
00118.c.clean,32,32,0.0,5.11
00119.c.clean,32,32,0.0,5.09
