seed,mutation-attempts-total,mutation-attempts-valid,max_asm_diff,elapsed_s
00001.c.clean,32,32,0.0,5.01
00002.c.clean,32,32,0.0,4.65
00003.c.clean,32,32,0.0,4.92
00004.c.clean,32,32,0.0,4.52
00005.c.clean,32,32,0.0,5.25
00006.c.clean,32,1,0.0,16.18
00007.c.clean,32,0,,16.48
00008.c.clean,32,3,0.0,16.37
00009.c.clean,32,32,1.0,4.54
00010.c.clean,32,32,0.0,4.75
00011.c.clean,32,32,0.0,5.22
00012.c.clean,32,32,0.0,5.09
00013.c.clean,32,27,0.0,4.81
00014.c.clean,32,27,0.0,5.04
00015.c.clean,32,6,0.0,5.27
00016.c.clean,32,8,0.0,4.61
00017.c.clean,32,32,0.0,4.98
00018.c.clean,32,32,0.0,4.89
00019.c.clean,32,32,0.0,5.47
00020.c.clean,32,32,0.0,4.61
00021.c.clean,32,32,0.0,4.78
00022.c.clean,32,32,0.0,5.38
00023.c.clean,32,32,0.0,4.72
00024.c.clean,32,32,1.0,4.99
00025.c.clean,32,0,,4.38
00026.c.clean,32,11,0.0,5.19
00027.c.clean,32,32,0.0,4.92
00028.c.clean,32,32,0.0,4.91
00029.c.clean,32,32,0.0,4.85
00030.c.clean,32,32,0.0,4.64
00031.c.clean,32,32,0.0,5.18
00032.c.clean,32,2,0.0,5.01
00033.c.clean,32,32,0.0,5.0
00034.c.clean,32,0,,16.48
00035.c.clean,32,32,0.0,4.95
00036.c.clean,32,32,0.0,4.9
00037.c.clean,32,9,0.0,4.78
00038.c.clean,32,32,0.0,5.33
00039.c.clean,32,32,0.0,4.75
00041.c.clean,32,32,0.0,4.56
00042.c.clean,32,32,0.0,4.03
00043.c.clean,32,32,0.0,5.98
00044.c.clean,32,32,0.0,5.15
00045.c.clean,32,32,0.0,5.03
00046.c.clean,32,32,0.0,5.07
00047.c.clean,32,32,0.0,5.58
00048.c.clean,32,32,0.0,5.07
00049.c.clean,32,32,0.0,5.19
00050.c.clean,32,32,0.0,5.12
00051.c.clean,32,0,,4.8
00052.c.clean,32,32,0.0,5.08
00053.c.clean,32,32,0.0,5.42
00054.c.clean,32,32,0.0,4.94
00055.c.clean,32,32,0.0,5.01
00057.c.clean,32,32,0.0,4.06
00058.c.clean,32,18,0.0,5.4
00059.c.clean,32,32,0.0,5.02
00060.c.clean,32,32,0.0,5.45
00061.c.clean,32,32,0.0,4.84
00062.c.clean,32,32,0.0,5.47
00063.c.clean,32,32,0.0,4.93
00064.c.clean,32,32,0.0,5.35
00065.c.clean,32,32,0.0,5.18
00066.c.clean,32,32,0.0,4.47
00067.c.clean,32,32,0.0,5.87
00068.c.clean,32,32,0.0,5.15
00069.c.clean,32,32,0.0,5.11
00070.c.clean,32,32,0.0,5.11
00071.c.clean,32,32,0.0,5.34
00072.c.clean,32,11,0.0,5.38
00073.c.clean,32,12,0.0,5.22
00074.c.clean,32,32,0.0,3.91
00075.c.clean,32,32,0.0,5.53
00076.c.clean,32,32,0.0,4.84
00077.c.clean,32,0,,4.24
00078.c.clean,32,32,0.0,5.04
00079.c.clean,32,32,0.0,5.14
00080.c.clean,32,32,0.0,5.45
00081.c.clean,32,32,0.0,4.88
00082.c.clean,32,32,0.0,4.91
00083.c.clean,32,32,0.0,5.41
00084.c.clean,32,32,0.0,5.3
00085.c.clean,32,32,0.0,4.85
00086.c.clean,32,32,0.0,4.98
00087.c.clean,32,32,0.0,4.73
00088.c.clean,32,1,0.0,4.82
00089.c.clean,32,32,0.0,4.98
00090.c.clean,32,17,0.0,5.36
00091.c.clean,32,17,0.0,5.29
00092.c.clean,32,32,0.0,5.1
00093.c.clean,32,32,0.0,4.55
00094.c.clean,32,32,0.0,5.21
