seed,mutation-attempts-total,mutation-attempts-valid,max_asm_diff,elapsed_s
00001.c.clean,32,32,0.0,5.02
00002.c.clean,32,32,0.0,5.35
00003.c.clean,32,32,0.0,5.07
00004.c.clean,32,32,0.0,4.89
00005.c.clean,32,32,0.0,4.74
00006.c.clean,33,0,,13.18
00007.c.clean,32,0,,13.2
00008.c.clean,32,0,,13.06
00009.c.clean,32,0,,5.62
00010.c.clean,32,32,0.0,5.74
00011.c.clean,32,32,0.0,5.5
00012.c.clean,34,0,,1.27
00013.c.clean,32,32,0.0,6.01
00014.c.clean,32,32,0.0,4.88
00015.c.clean,34,2,0.0,1.5
00016.c.clean,32,11,0.0,2.4
00017.c.clean,32,25,0.0,4.95
00018.c.clean,32,16,0.0,4.95
00019.c.clean,32,32,0.0,5.01
00020.c.clean,32,32,0.0,5.25
00021.c.clean,32,11,0.0,4.86
00022.c.clean,32,32,0.0,5.3
00023.c.clean,32,32,0.0,5.47
00024.c.clean,32,26,0.0,5.34
00025.c.clean,35,0,,1.36
00026.c.clean,32,26,0.0,5.11
00027.c.clean,32,32,0.0,4.88
00028.c.clean,32,32,0.0,4.94
00029.c.clean,32,32,0.0,5.01
00030.c.clean,32,32,0.0,5.09
00031.c.clean,32,32,0.0,5.07
00032.c.clean,34,6,0.0,1.97
00033.c.clean,32,32,0.0,5.16
00034.c.clean,32,0,,13.23
00035.c.clean,35,0,,1.5
00036.c.clean,32,3,0.0,4.65
00037.c.clean,33,0,,1.88
00038.c.clean,32,32,0.0,4.94
00039.c.clean,32,32,0.0,4.82
00041.c.clean,32,17,0.0,9.76
00042.c.clean,32,32,0.0,4.88
00043.c.clean,32,6,0.0,4.57
00044.c.clean,32,32,0.0,4.79
00045.c.clean,32,32,0.0,4.9
00046.c.clean,32,32,0.0,4.91
00047.c.clean,32,32,0.0,4.87
00048.c.clean,32,32,0.0,4.91
00049.c.clean,32,32,0.0,4.84
00050.c.clean,32,32,0.0,4.89
00051.c.clean,32,15,0.0,2.73
00052.c.clean,32,32,0.0,5.09
00053.c.clean,32,32,0.0,4.9
00054.c.clean,32,32,0.0,4.9
00055.c.clean,32,32,0.0,4.98
00057.c.clean,32,32,0.0,4.95
00058.c.clean,35,0,,1.37
00059.c.clean,32,32,0.0,4.87
00060.c.clean,32,32,0.0,4.86
00061.c.clean,32,32,0.0,4.85
00062.c.clean,32,32,0.0,5.35
00063.c.clean,32,32,0.0,4.86
00064.c.clean,32,32,0.0,5.38
00065.c.clean,32,19,0.0,3.3
00066.c.clean,33,1,0.0,1.44
00067.c.clean,32,32,0.0,5.28
00068.c.clean,32,32,0.0,5.1
00069.c.clean,32,32,0.0,4.95
00070.c.clean,32,32,0.0,5.08
00071.c.clean,32,32,0.0,4.99
00072.c.clean,32,0,,2.13
00073.c.clean,33,0,,2.04
00074.c.clean,32,32,0.0,5.07
00075.c.clean,32,32,0.0,4.98
00076.c.clean,32,32,0.0,5.03
00077.c.clean,35,0,,1.37
00078.c.clean,35,0,,1.39
00079.c.clean,32,20,0.0,4.99
00080.c.clean,32,32,0.0,4.91
00081.c.clean,32,32,0.0,4.9
00082.c.clean,32,32,0.0,4.85
00083.c.clean,32,32,0.0,4.83
00084.c.clean,32,32,0.0,4.9
00085.c.clean,32,32,0.0,4.87
00086.c.clean,35,0,,1.41
00087.c.clean,32,32,0.0,4.96
00088.c.clean,35,0,,1.35
00089.c.clean,32,32,0.0,5.12
00090.c.clean,32,9,0.0,2.41
00091.c.clean,32,18,0.0,3.09
00092.c.clean,32,32,0.0,5.04
00093.c.clean,32,32,0.0,5.14
00094.c.clean,32,32,0.0,5.22
00095.c.clean,32,32,0.0,5.19
00096.c.clean,32,32,0.0,5.2
00097.c.clean,32,32,0.0,4.93
00098.c.clean,32,32,0.0,3.72
00099.c.clean,32,32,0.0,4.9
00100.c.clean,32,32,0.0,4.8
00101.c.clean,32,0,,13.26
00102.c.clean,35,0,,1.38
00103.c.clean,32,32,0.0,4.83
00105.c.clean,32,30,0.0,6.73
00106.c.clean,32,32,0.0,4.74
00107.c.clean,32,32,0.0,4.91
00108.c.clean,32,32,0.0,4.96
00109.c.clean,32,32,0.0,4.9
00110.c.clean,32,32,0.0,3.77
00111.c.clean,35,0,,1.38
00112.c.clean,34,0,,1.33
00113.c.clean,32,17,0.0,4.84
00114.c.clean,32,32,0.0,4.82
00115.c.clean,34,0,,1.4
00116.c.clean,32,32,0.0,4.86
00117.c.clean,34,0,,1.34
00118.c.clean,32,32,0.0,4.97
00119.c.clean,32,32,0.0,4.91
00120.c.clean,32,32,0.0,3.83
00121.c.clean,32,32,0.0,4.97
00122.c.clean,32,32,0.0,4.83
00123.c.clean,32,32,0.0,4.91
00124.c.clean,35,0,,1.44
00126.c.clean,32,32,0.0,4.94
00127.c.clean,32,32,0.0,4.93
00128.c.clean,32,32,0.0,4.89
00130.c.clean,34,0,,1.35
00133.c.clean,33,9,0.0,2.26
00134.c.clean,35,0,,1.38
00135.c.clean,32,32,0.0,4.95
00136.c.clean,32,32,0.0,4.98
00137.c.clean,32,32,0.0,4.79
00138.c.clean,32,25,0.0,5.12
00139.c.clean,32,0,,4.54
00140.c.clean,32,16,0.0,5.06
00141.c.clean,32,32,0.0,4.87
00142.c.clean,32,32,0.0,3.77
00143.c.clean,34,0,,1.44
00144.c.clean,35,0,,1.36
00145.c.clean,32,32,0.0,4.8
00146.c.clean,32,32,0.0,4.88
00147.c.clean,36,4,0.0,1.94
00148.c.clean,34,7,0.0,1.77
00149.c.clean,32,32,0.0,4.83
00150.c.clean,32,12,0.0,2.34
00151.c.clean,36,0,,1.25
00152.c.clean,32,32,0.0,5.01
00153.c.clean,32,32,0.0,4.97
00155.c.clean,35,0,,1.35
00209.c.clean,32,32,0.0,4.97
00211.c.clean,32,14,0.0,2.57
00214.c.clean,35,0,,1.37
00217.c.clean,32,0,,4.72
00218.c.clean,36,0,,1.31
